Tipo de profesional;Sexo;años;Total
Enfermeros con título de Radiología;Total;1997;2.506
Enfermeros con título de Radiología;Total;1996;2.082
Enfermeros con título de Radiología;Total;1995;2.653
Enfermeros con título de Radiología;Total;1994;2.456
Enfermeros con título de Radiología;Total;1993;2.604
Enfermeros con título de Radiología;Total;1992;2.345
Enfermeros con título de Radiología;Total;1991;..
Enfermeros con título de Radiología;Total;1990;..
Enfermeros con título de Radiología;Total;1989;..
Enfermeros con título de Radiología;Total;1988;..
Enfermeros con título de Radiología;Total;1987;..
Enfermeros con título de Radiología;Total;1986;..
Enfermeros con título de Radiología;Total;1985;..
Enfermeros con título de Radiología;Total;1984;..
Enfermeros con título de Radiología;Total;1983;..
Enfermeros con título de Radiología;Total;1982;..
Enfermeros con título de Radiología;Total;1981;..
Enfermeros con título de Radiología;Total;1980;..
Enfermeros con título de Radiología;Total;1979;..
Enfermeros con título de Radiología;Total;1978;..
Enfermeros con título de Radiología;Total;1977;..
Enfermeros con título de Radiología;Total;1976;..
Enfermeros con título de Radiología;Total;1975;..
Enfermeros con título de Radiología;Total;1974;..
Enfermeros con título de Radiología;Total;1973;..
Enfermeros con título de Radiología;Total;1972;..
Enfermeros con título de Radiología;Total;1971;..
Enfermeros con título de Radiología;Total;1970;..
Enfermeros con título de Radiología;Total;1969;..
Enfermeros con título de Radiología;Total;1968;..
Enfermeros con título de Radiología;Total;1967;..
Enfermeros con título de Radiología;Total;1966;..
Enfermeros con título de Radiología;Total;1965;..
Enfermeros con título de Radiología;Total;1964;..
Enfermeros con título de Radiología;Total;1963;..
Enfermeros con título de Radiología;Total;1962;..
Enfermeros con título de Radiología;Total;1961;..
Enfermeros con título de Radiología;Total;1960;..
Enfermeros con título de Radiología;Total;1959;..
Enfermeros con título de Radiología;Total;1958;..
Enfermeros con título de Radiología;Total;1957;..
Enfermeros con título de Radiología;Total;1956;..
Enfermeros con título de Radiología;Total;1955;..
Enfermeros con título de Radiología;Total;1954;..
Enfermeros con título de Radiología;Total;1953;..
Enfermeros con título de Radiología;Total;1952;..
Enfermeros con título de Radiología;Hombres;2021;..
Enfermeros con título de Radiología;Hombres;2020;..
Enfermeros con título de Radiología;Hombres;2019;..
Enfermeros con título de Radiología;Hombres;2018;..
Enfermeros con título de Radiología;Hombres;2017;..
Enfermeros con título de Radiología;Hombres;2016;..
Enfermeros con título de Radiología;Hombres;2015;..
Enfermeros con título de Radiología;Hombres;2014;..
Enfermeros con título de Radiología;Hombres;2013;..
Enfermeros con título de Radiología;Hombres;2012;..
Enfermeros con título de Radiología;Hombres;2011;..
Enfermeros con título de Radiología;Hombres;2010;..
Enfermeros con título de Radiología;Hombres;2009;..
Enfermeros con título de Radiología;Hombres;2008;..
Enfermeros con título de Radiología;Hombres;2007;..
Enfermeros con título de Radiología;Hombres;2006;..
Enfermeros con título de Radiología;Hombres;2005;..
Enfermeros con título de Radiología;Hombres;2004;..
Enfermeros con título de Radiología;Hombres;2003;..
Enfermeros con título de Radiología;Hombres;2002;..
Enfermeros con título de Radiología;Hombres;2001;..
Enfermeros con título de Radiología;Hombres;2000;995
Enfermeros con título de Radiología;Hombres;1999;828
Enfermeros con título de Radiología;Hombres;1998;1.097
Enfermeros con título de Radiología;Hombres;1997;991
Enfermeros con título de Radiología;Hombres;1996;843
Enfermeros con título de Radiología;Hombres;1995;1.170
Enfermeros con título de Radiología;Hombres;1994;1.158
Enfermeros con título de Radiología;Hombres;1993;1.024
Enfermeros con título de Radiología;Hombres;1992;973
Enfermeros con título de Radiología;Hombres;1991;..
Enfermeros con título de Radiología;Hombres;1990;..
Enfermeros con título de Radiología;Hombres;1989;..
Enfermeros con título de Radiología;Hombres;1988;..
Enfermeros con título de Radiología;Hombres;1987;..
Enfermeros con título de Radiología;Hombres;1986;..
Enfermeros con título de Radiología;Hombres;1985;..
Enfermeros con título de Radiología;Hombres;1984;..
Enfermeros con título de Radiología;Hombres;1983;..
Enfermeros con título de Radiología;Hombres;1982;..
Enfermeros con título de Radiología;Hombres;1981;..
Enfermeros con título de Radiología;Hombres;1980;..
Enfermeros con título de Radiología;Hombres;1979;..
Enfermeros con título de Radiología;Hombres;1978;..
Enfermeros con título de Radiología;Hombres;1977;..
Enfermeros con título de Radiología;Hombres;1976;..
Enfermeros con título de Radiología;Hombres;1975;..
Enfermeros con título de Radiología;Hombres;1974;..
Enfermeros con título de Radiología;Hombres;1973;..
Enfermeros con título de Radiología;Hombres;1972;..
Enfermeros con título de Radiología;Hombres;1971;..
Enfermeros con título de Radiología;Hombres;1970;..
Enfermeros con título de Radiología;Hombres;1969;..
Enfermeros con título de Radiología;Hombres;1968;..
Enfermeros con título de Radiología;Hombres;1967;..
Enfermeros con título de Radiología;Hombres;1966;..
Enfermeros con título de Radiología;Hombres;1965;..
Enfermeros con título de Radiología;Hombres;1964;..
Enfermeros con título de Radiología;Hombres;1963;..
Enfermeros con título de Radiología;Hombres;1962;..
Enfermeros con título de Radiología;Hombres;1961;..
Enfermeros con título de Radiología;Hombres;1960;..
Enfermeros con título de Radiología;Hombres;1959;..
Enfermeros con título de Radiología;Hombres;1958;..
Enfermeros con título de Radiología;Hombres;1957;..
Enfermeros con título de Radiología;Hombres;1956;..
Enfermeros con título de Radiología;Hombres;1955;..
Enfermeros con título de Radiología;Hombres;1954;..
Enfermeros con título de Radiología;Hombres;1953;..
Enfermeros con título de Radiología;Hombres;1952;..
Enfermeros con título de Radiología;Mujeres;2021;..
Enfermeros con título de Radiología;Mujeres;2020;..
Enfermeros con título de Radiología;Mujeres;2019;..
Enfermeros con título de Radiología;Mujeres;2018;..
Enfermeros con título de Radiología;Mujeres;2017;..
Enfermeros con título de Radiología;Mujeres;2016;..
Enfermeros con título de Radiología;Mujeres;2015;..
Enfermeros con título de Radiología;Mujeres;2014;..
Enfermeros con título de Radiología;Mujeres;2013;..
Enfermeros con título de Radiología;Mujeres;2012;..
Enfermeros con título de Radiología;Mujeres;2011;..
Enfermeros con título de Radiología;Mujeres;2010;..
Enfermeros con título de Radiología;Mujeres;2009;..
Enfermeros con título de Radiología;Mujeres;2008;..
Enfermeros con título de Radiología;Mujeres;2007;..
Enfermeros con título de Radiología;Mujeres;2006;..
Enfermeros con título de Radiología;Mujeres;2005;..
Enfermeros con título de Radiología;Mujeres;2004;..
Enfermeros con título de Radiología;Mujeres;2003;..
Enfermeros con título de Radiología;Mujeres;2002;..
Enfermeros con título de Radiología;Mujeres;2001;..
Enfermeros con título de Radiología;Mujeres;2000;1.894
Enfermeros con título de Radiología;Mujeres;1999;1.405
Enfermeros con título de Radiología;Mujeres;1998;1.714
Enfermeros con título de Radiología;Mujeres;1997;1.515
Enfermeros con título de Radiología;Mujeres;1996;1.239
Enfermeros con título de Radiología;Mujeres;1995;1.483
Enfermeros con título de Radiología;Mujeres;1994;1.298
Enfermeros con título de Radiología;Mujeres;1993;1.580
Enfermeros con título de Radiología;Mujeres;1992;1.372
Enfermeros con título de Radiología;Mujeres;1991;..
Enfermeros con título de Radiología;Mujeres;1990;..
Enfermeros con título de Radiología;Mujeres;1989;..
Enfermeros con título de Radiología;Mujeres;1988;..
Enfermeros con título de Radiología;Mujeres;1987;..
Enfermeros con título de Radiología;Mujeres;1986;..
Enfermeros con título de Radiología;Mujeres;1985;..
Enfermeros con título de Radiología;Mujeres;1984;..
Enfermeros con título de Radiología;Mujeres;1983;..
Enfermeros con título de Radiología;Mujeres;1982;..
Enfermeros con título de Radiología;Mujeres;1981;..
Enfermeros con título de Radiología;Mujeres;1980;..
Enfermeros con título de Radiología;Mujeres;1979;..
Enfermeros con título de Radiología;Mujeres;1978;..
Enfermeros con título de Radiología;Mujeres;1977;..
Enfermeros con título de Radiología;Mujeres;1976;..
Enfermeros con título de Radiología;Mujeres;1975;..
Enfermeros con título de Radiología;Mujeres;1974;..
Enfermeros con título de Radiología;Mujeres;1973;..
Enfermeros con título de Radiología;Mujeres;1972;..
Enfermeros con título de Radiología;Mujeres;1971;..
Enfermeros con título de Radiología;Mujeres;1970;..
Enfermeros con título de Radiología;Mujeres;1969;..
Enfermeros con título de Radiología;Mujeres;1968;..
Enfermeros con título de Radiología;Mujeres;1967;..
Enfermeros con título de Radiología;Mujeres;1966;..
Enfermeros con título de Radiología;Mujeres;1965;..
Enfermeros con título de Radiología;Mujeres;1964;..
Enfermeros con título de Radiología;Mujeres;1963;..
Enfermeros con título de Radiología;Mujeres;1962;..
Enfermeros con título de Radiología;Mujeres;1961;..
Enfermeros con título de Radiología;Mujeres;1960;..
Enfermeros con título de Radiología;Mujeres;1959;..
Enfermeros con título de Radiología;Mujeres;1958;..
Enfermeros con título de Radiología;Mujeres;1957;..
Enfermeros con título de Radiología;Mujeres;1956;..
Enfermeros con título de Radiología;Mujeres;1955;..
Enfermeros con título de Radiología;Mujeres;1954;..
Enfermeros con título de Radiología;Mujeres;1953;..
Enfermeros con título de Radiología;Mujeres;1952;..
